Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),,,,,Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
0,0,0,7.06,1.96,7.06,,,0,0,26.01,27.17,,107,133,133,133.43,,,,,,,,,,,0
0.05,0,0,8.82,2.21,7.94,0.005,4.9,0,0.11,26.01,,,107,133,133,133.43,,,,,0,0,,,,,0
0.1,0,0,10.58,2.45,8.82,0.002,4.9,0,0.25,26,,,107,133,133,133.43,,,,,0,0,0,0,0,,0
0.15,0.02,0.01,10.75,2.58,9.3,0.127,2.677,0,0.41,26,,,107,133,133,133.43,,,,,0,0,0,0,0,0,0
0.2,0.02,0,0.47,2.09,7.54,-0.046,-9.81,0,0.41,26,,,107,133,133,133.43,,,,,0,0,0,0,0,0,0
0.25,0.01,0,0.6,1.77,6.38,-0.01,-6.42,0,0.41,26,,,107,133,133,133.43,,,,,0,0,0,0,0,0,0
0.3,0.02,0.01,0.56,1.54,5.55,0.055,-4.617,0,0.42,26,,,107,133,133,133.43,,,,,0,0,0,0,0,0,0
0.35,0.01,0,0.53,1.37,4.92,-0.097,-3.487,0,0.42,26,,,107,133,133,133.43,,,,,0,0,0,0,0,0,0
0.4,0.03,0.01,0.5,1.23,4.43,0.156,-2.732,0,0.43,26,,,107,133,133,133.43,,,,,0,0,0,0,0,0,0
0.45,0.01,0,0.47,1.12,4.03,-0.138,-2.202,0,0.43,26,,,107,133,133,133.43,,,,,0.02,0,0.4,0,0.4,7.996,0
0.5,0.05,0.01,0.44,0.94,3.37,0.222,-3.677,0,0.43,26,,,107,133,133,133.43,,,,,0,0,-0.4,0,0.4,0,0
0.55,0.03,0.01,0.41,0.7,2.53,-0.127,-4.672,0,0.44,26,,,107,133,133,133.43,,,,,0.02,0,0.4,0,0.4,0,0
0.6,0.07,0.02,0.39,0.42,1.51,0.244,-5.666,0,0.44,26,,,107,133,133,133.43,,,,,0,0,-0.4,0,0.4,0,0
0.65,0.05,0.01,0.36,0.13,0.47,-0.112,-5.769,0,0.44,26,,,107,133,133,133.43,,,,,0.02,0,0.4,0,0.4,0,0
0.7,0.1,0.03,0.34,0.13,0.46,0.259,-0.073,0,0.45,26,,,107,133,133,133.43,,,,,0.02,0,0,0,0,-7.996,0
0.75,0.08,0.02,0.7,0.13,0.47,-0.099,0.051,0.01,0.46,26.01,,,107,133,133.01,133.43,,,,,0.02,0,0,0,0,0,0
0.8,0.13,0.04,1.14,0.15,0.53,0.273,0.32,0.01,0.47,26.02,,,107.01,133,133.02,133.43,,,,,0.04,0,0.403,0,0.403,8.057,0
0.85,0.11,0.03,0.79,0.15,0.55,-0.086,0.144,0.01,0.48,26.03,,,107.01,133,133.03,133.43,,,,,0.04,0,-0.003,0,0.003,-7.996,0
0.9,0.17,0.05,1.36,0.18,0.64,0.289,0.481,0.01,0.5,26.05,,,107.01,133,133.05,133.43,,,,,0.02,0,-0.4,0,0.4,7.935,0
0.95,0.15,0.04,1,0.19,0.69,-0.074,0.299,0.01,0.52,26.06,,,107.01,133,133.07,133.43,,,,,0.06,0.02,0.8,0.403,0.895,9.91,0
1,0.21,0.06,1.6,0.22,0.81,0.298,0.648,0.02,0.54,26.08,,,107.01,133,133.09,133.43,,,,,0.04,0,-0.4,-0.403,0.568,-6.555,0
1.05,0.19,0.05,1.24,0.25,0.89,-0.066,0.462,0.02,0.56,26.09,,,107.02,133,133.11,133.43,,,,,0.06,0,0.4,0,0.4,-3.355,0
1.1,0.25,0.07,1.86,0.29,1.04,0.311,0.818,0.02,0.58,26.11,,,107.02,133,133.13,133.43,,,,,0.06,0,0.003,0,0.003,-7.935,0
1.15,0.25,0.07,1.5,0.32,1.15,0.023,0.63,0.03,0.6,26.13,,,107.03,133,133.15,133.43,,,,,0.08,0,0.397,0,0.397,7.874,0
1.2,0.69,0.19,2.13,0.37,1.33,2.416,0.992,0.03,0.63,26.15,,,107.03,133,133.18,133.43,,,,,0.14,0,1.199,0,1.199,16.052,0
1.25,1.07,0.3,1.76,0.4,1.44,2.12,0.592,0.05,0.66,26.17,,,107.04,133,133.21,133.43,,,,,0.26,0.02,2.402,0.397,2.434,24.699,0
1.3,1.27,0.35,2.4,0.43,1.56,1.125,0.701,0.06,0.69,26.18,,,107.06,133,133.24,133.43,,,,,0.34,0.02,1.599,0.006,1.599,-16.703,0
1.35,1.29,0.36,2.03,0.47,1.69,0.088,0.692,0.08,0.72,26.19,,,107.08,133,133.27,133.43,,,,,0.34,0,0.003,-0.403,0.403,-23.926,0
1.4,1.22,0.34,2.68,0.51,1.82,-0.405,0.732,0.1,0.76,26.21,,,107.1,133,133.3,133.43,,,,,0.34,0.02,-0.003,0.397,0.397,-0.122,0
1.45,1.29,0.36,2.31,0.54,1.95,0.413,0.726,0.11,0.79,26.23,,,107.11,133.01,133.34,133.43,,,,,0.34,0.02,0,0.006,0.006,-7.813,0
1.5,1.17,0.32,2.97,0.58,2.09,-0.669,0.757,0.13,0.83,26.25,,,107.13,133.01,133.38,133.43,,,,,0.34,0,0,-0.403,0.403,7.935,0
1.55,1.25,0.35,2.6,0.62,2.22,0.461,0.753,0.15,0.87,26.27,,,107.15,133.01,133.42,133.43,,,,,0.34,0.02,0.003,0.397,0.397,-0.122,0
1.6,1.33,0.37,3.26,0.66,2.36,0.437,0.777,0.17,0.91,26.3,,,107.17,133.01,133.46,133.43,,,,,0.36,0.02,0.397,0.006,0.397,0.001,0
1.65,1.45,0.4,2.89,0.7,2.5,0.667,0.773,0.18,0.95,26.32,,,107.18,133.01,133.5,133.43,,,,,0.38,0.02,0.4,-0.006,0.4,0.061,0
1.7,1.68,0.47,3.55,0.73,2.64,1.254,0.792,0.21,1,26.35,,,107.21,133.01,133.55,133.43,,,,,0.44,0.02,1.202,0.006,1.202,16.052,0
1.75,1.79,0.5,3.18,0.77,2.79,0.607,0.79,0.23,1.05,26.37,,,107.23,133.01,133.59,133.43,,,,,0.48,0.02,0.8,-0.006,0.8,-8.056,0
1.8,2,0.56,3.85,0.81,2.93,1.201,0.808,0.26,1.1,26.39,,,107.26,133.01,133.65,133.43,,,,,0.54,0.02,1.199,0.006,1.199,7.995,0
1.85,2.1,0.58,3.48,0.85,3.08,0.535,0.804,0.29,1.15,26.41,,,107.29,133.01,133.7,133.43,,,,,0.56,0.04,0.4,0.397,0.563,-12.723,0
1.9,2.31,0.64,4.16,0.9,3.22,1.157,0.819,0.32,1.2,26.44,,,107.32,133.01,133.75,133.43,,,,,0.62,0.02,1.199,-0.397,1.263,14.001,0
1.95,2.39,0.66,3.78,0.94,3.37,0.471,0.818,0.35,1.26,26.46,,,107.35,133.02,133.81,133.43,,,,,0.66,0.04,0.8,0.397,0.893,-7.414,0
2,2.42,0.67,4.46,0.98,3.52,0.166,0.831,0.38,1.32,26.49,,,107.38,133.02,133.87,133.43,,,,,0.66,0.02,0.003,-0.403,0.403,-9.795,0
2.05,2.42,0.67,4.09,1.02,3.67,0.016,0.828,0.42,1.38,26.51,,,107.42,133.02,133.93,133.43,,,,,0.68,0.04,0.397,0.403,0.565,3.251,0
2.1,2.5,0.7,4.77,1.06,3.82,0.442,0.839,0.45,1.44,26.54,,,107.45,133.02,133.99,133.43,,,,,0.68,0.04,0,0,0,-11.308,0
2.15,2.57,0.71,4.39,1.1,3.97,0.366,0.838,0.49,1.5,26.57,,,107.49,133.02,134.05,133.43,,,,,0.7,0.02,0.403,-0.397,0.565,11.308,0
2.2,2.72,0.76,5.08,1.15,4.12,0.84,0.847,0.52,1.57,26.6,,,107.52,133.02,134.12,133.43,,,,,0.74,0.04,0.8,0.397,0.893,6.544,0
2.25,2.87,0.8,4.7,1.19,4.28,0.819,0.845,0.56,1.64,26.63,,,107.56,133.03,134.19,133.43,,,,,0.78,0.04,0.797,0,0.797,-1.921,0
2.3,3.08,0.86,5.39,1.23,4.43,1.177,0.852,0.6,1.71,26.66,,,107.6,133.03,134.26,133.43,,,,,0.84,0.04,1.202,0,1.202,8.118,0
2.35,3.23,0.9,5.01,1.27,4.58,0.857,0.85,0.65,1.78,26.69,,,107.65,133.03,134.33,133.43,,,,,0.88,0.04,0.803,0,0.803,-7.996,0
2.4,3.4,0.94,5.7,1.32,4.74,0.929,0.856,0.69,1.86,26.72,,,107.69,133.03,134.41,133.43,,,,,0.92,0.04,0.797,0,0.797,-0.122,0
2.45,3.53,0.98,5.32,1.36,4.89,0.723,0.853,0.74,1.94,26.75,,,107.74,133.04,134.49,133.43,,,,,0.96,0.06,0.8,0.403,0.895,1.976,0
2.5,3.67,1.02,6,1.4,5.04,0.772,0.856,0.79,2.02,26.78,,,107.79,133.04,134.57,133.43,,,,,1,0.06,0.803,-0.006,0.803,-1.853,0
2.55,3.77,1.05,5.63,1.44,5.2,0.523,0.856,0.84,2.1,26.81,,,107.84,133.04,134.65,133.43,,,,,1.04,0.04,0.8,-0.397,0.893,1.799,0
2.6,3.89,1.08,6.31,1.49,5.35,0.709,0.857,0.9,2.19,26.84,,,107.9,133.04,134.73,133.43,,,,,1.06,0.06,0.4,0.403,0.568,-6.501,0
2.65,4,1.11,5.94,1.53,5.51,0.605,0.859,0.95,2.27,26.87,,,107.95,133.05,134.82,133.43,,,,,1.1,0.06,0.797,0,0.797,4.579,0
2.7,4.15,1.15,6.62,1.57,5.66,0.808,0.855,1.01,2.36,26.9,,,108.01,133.05,134.91,133.43,,,,,1.14,0.06,0.806,-0.006,0.806,0.184,0
2.75,4.28,1.19,6.25,1.62,5.82,0.758,0.857,1.07,2.45,26.93,,,108.07,133.05,135,133.43,,,,,1.16,0.06,0.397,0.006,0.397,-8.178,0
2.8,4.43,1.23,6.92,1.66,5.97,0.813,0.851,1.13,2.54,26.97,,,108.13,133.06,135.09,133.43,,,,,1.22,0.08,1.199,0.397,1.263,17.33,0
2.85,4.55,1.26,6.55,1.7,6.12,0.689,0.857,1.19,2.63,27,,,108.19,133.06,135.18,133.43,,,,,1.24,0.06,0.403,-0.397,0.565,-13.957,0
2.9,4.7,1.31,7.23,1.74,6.28,0.832,0.849,1.26,2.73,27.03,,,108.25,133.06,135.28,133.43,,,,,1.3,0.08,1.196,0.397,1.26,13.899,0
2.95,4.85,1.35,6.86,1.79,6.43,0.8,0.856,1.32,2.83,27.06,,,108.32,133.07,135.38,133.43,,,,,1.32,0.06,0.403,-0.403,0.57,-13.813,0
3,5,1.39,7.53,1.83,6.58,0.827,0.847,1.39,2.93,27.1,,,108.39,133.07,135.48,133.43,,,,,1.38,0.08,1.199,0.409,1.267,13.949,0
3.05,5.13,1.43,7.17,1.87,6.74,0.75,0.854,1.46,3.03,27.13,,,108.46,133.07,135.58,133.43,,,,,1.4,0.08,0.4,-0.006,0.4,-17.346,0
3.1,5.26,1.46,7.83,1.91,6.89,0.727,0.844,1.53,3.14,27.16,,,108.53,133.08,135.69,133.43,,,,,1.44,0.1,0.8,0.397,0.893,9.855,0
3.15,5.38,1.5,7.47,1.96,7.04,0.68,0.853,1.61,3.25,27.19,,,108.61,133.08,135.8,133.43,,,,,1.48,0.08,0.803,-0.397,0.895,0.055,0
3.2,5.51,1.53,8.13,2,7.19,0.67,0.843,1.68,3.36,27.23,,,108.68,133.09,135.91,133.43,,,,,1.52,0.1,0.797,0.403,0.893,-0.055,0
3.25,5.63,1.56,7.78,2.04,7.35,0.673,0.854,1.76,3.47,27.26,,,108.76,133.09,136.02,133.43,,,,,1.54,0.08,0.403,-0.403,0.57,-6.458,0
3.3,5.75,1.6,8.44,2.08,7.5,0.694,0.843,1.84,3.58,27.3,,,108.84,133.1,136.13,133.43,,,,,1.58,0.1,0.797,0.403,0.893,6.458,0
3.35,5.88,1.63,8.09,2.13,7.65,0.721,0.856,1.92,3.7,27.33,,,108.92,133.1,136.25,133.43,,,,,1.62,0.1,0.803,0,0.803,-1.799,0
3.4,6,1.67,8.74,2.17,7.8,0.662,0.843,2,3.82,27.37,,,109,133.11,136.37,133.43,,,,,1.64,0.1,0.4,-0.006,0.4,-8.056,0
3.45,6.12,1.7,8.4,2.21,7.96,0.661,0.858,2.09,3.94,27.4,,,109.08,133.11,136.49,133.43,,,,,1.7,0.1,1.199,0.006,1.199,15.991,0
3.5,6.27,1.74,9.05,2.25,8.11,0.845,0.845,2.17,4.06,27.44,,,109.17,133.12,136.61,133.43,,,,,1.72,0.12,0.4,0.397,0.563,-12.723,0
3.55,6.46,1.79,8.72,2.3,8.27,1.03,0.861,2.26,4.18,27.47,,,109.26,133.12,136.73,133.43,,,,,1.76,0.1,0.803,-0.397,0.895,6.642,0
3.6,6.66,1.85,9.35,2.34,8.42,1.115,0.848,2.35,4.31,27.51,,,109.35,133.13,136.86,133.43,,,,,1.82,0.12,1.196,0.397,1.26,7.301,0
3.65,6.86,1.9,9.02,2.38,8.57,1.11,0.861,2.45,4.44,27.54,,,109.44,133.13,136.99,133.43,,,,,1.88,0.12,1.202,0,1.202,-1.159,0
3.7,7.04,1.96,9.66,2.42,8.73,1.038,0.846,2.55,4.57,27.58,,,109.54,133.14,137.12,133.43,,,,,1.94,0.12,1.199,0.006,1.199,-0.061,0
3.75,7.19,2,9.33,2.47,8.88,0.814,0.861,2.64,4.7,27.61,,,109.64,133.15,137.25,133.43,,,,,1.98,0.12,0.8,-0.006,0.8,-7.995,0
3.8,7.31,2.03,9.96,2.51,9.03,0.667,0.845,2.74,4.84,27.65,,,109.74,133.15,137.39,133.43,,,,,2,0.14,0.4,0.403,0.568,-4.641,0
3.85,7.44,2.07,9.64,2.55,9.19,0.709,0.858,2.85,4.97,27.68,,,109.84,133.16,137.52,133.43,,,,,2.06,0.12,1.202,-0.403,1.268,14.011,0
3.9,7.57,2.1,10.26,2.59,9.34,0.76,0.842,2.95,5.12,27.72,,,109.95,133.17,137.66,133.43,,,,,2.08,0.14,0.397,0.403,0.565,-14.054,0
3.95,7.72,2.15,9.94,2.64,9.49,0.822,0.856,3.06,5.25,27.75,,,110.05,133.17,137.8,133.43,,,,,2.12,0.14,0.803,-0.006,0.803,4.745,0
4,7.88,2.19,10.56,2.68,9.64,0.873,0.84,3.17,5.4,27.79,,,110.16,133.18,137.95,133.43,,,,,2.16,0.14,0.8,0.006,0.8,-0.061,0.01
4.05,8.04,2.23,10.25,2.72,9.8,0.904,0.853,3.28,5.54,27.82,,,110.27,133.19,138.09,133.43,,,,,2.22,0.14,1.199,0,1.199,7.995,0.03
4.1,8.21,2.28,10.86,2.76,9.95,0.911,0.836,3.39,5.69,27.86,,,110.39,133.2,138.24,133.43,,,,,2.26,0.14,0.8,0,0.8,-7.996,0.06
4.15,8.37,2.32,10.56,2.81,10.1,0.898,0.85,3.51,5.84,27.89,,,110.5,133.2,138.39,133.43,,,,,2.3,0.16,0.8,0.397,0.893,1.86,0.08
4.2,8.53,2.37,11.16,2.85,10.25,0.873,0.835,3.62,5.99,27.93,,,110.62,133.21,138.54,133.43,,,,,2.34,0.14,0.8,-0.397,0.893,0,0.11
4.25,8.68,2.41,10.86,2.89,10.4,0.844,0.85,3.74,6.15,27.96,,,110.74,133.22,138.7,133.43,,,,,2.4,0.16,1.202,0.397,1.266,7.472,0.13
4.3,8.82,2.45,11.47,2.93,10.56,0.816,0.837,3.87,6.31,28,,,110.86,133.23,138.85,133.43,,,,,2.42,0.14,0.4,-0.397,0.563,-14.059,0.14
4.35,8.97,2.49,11.17,2.97,10.71,0.794,0.853,3.99,6.46,28.03,,,110.98,133.23,139.01,133.43,,,,,2.48,0.16,1.199,0.397,1.263,14.001,0.16
4.4,9.11,2.53,11.77,3.02,10.86,0.786,0.839,4.11,6.62,28.07,,,111.11,133.24,139.17,133.43,,,,,2.5,0.16,0.4,0,0.4,-17.269,0.17
4.45,9.25,2.57,11.48,3.06,11.01,0.791,0.854,4.24,6.78,28.1,,,111.24,133.25,139.33,133.43,,,,,2.56,0.16,1.199,0,1.199,15.991,0.19
4.5,9.4,2.61,12.07,3.1,11.17,0.806,0.84,4.37,6.95,28.14,,,111.36,133.26,139.5,133.43,,,,,2.58,0.16,0.4,0.006,0.4,-15.99,0.2
4.55,9.54,2.65,11.79,3.14,11.32,0.825,0.857,4.5,7.12,28.17,,,111.5,133.27,139.66,133.43,,,,,2.62,0.18,0.803,0.397,0.895,9.91,0.22
4.6,9.7,2.69,12.38,3.19,11.47,0.842,0.843,4.64,7.29,28.21,,,111.63,133.27,139.84,133.43,,,,,2.68,0.16,1.196,-0.403,1.262,7.34,0.25
4.65,9.85,2.74,12.1,3.23,11.63,0.855,0.86,4.77,7.46,28.24,,,111.76,133.28,140.01,133.43,,,,,2.72,0.16,0.803,0,0.803,-9.194,0.27
4.7,10,2.78,12.68,3.27,11.78,0.86,0.847,4.91,7.63,28.28,,,111.9,133.29,140.18,133.43,,,,,2.76,0.18,0.8,0.403,0.895,1.854,0.3
4.75,10.16,2.82,12.42,3.31,11.93,0.86,0.863,5.05,7.8,28.31,,,112.04,133.3,140.35,133.43,,,,,2.8,0.16,0.8,-0.403,0.895,0,0.32
4.8,10.31,2.86,12.99,3.36,12.09,0.854,0.848,5.19,7.98,28.35,,,112.18,133.31,140.53,133.43,,,,,2.84,0.16,0.8,0.006,0.8,-1.914,0.35
4.85,10.47,2.91,12.73,3.4,12.24,0.845,0.863,5.34,8.16,28.38,,,112.33,133.32,140.71,133.43,,,,,2.88,0.18,0.803,0.391,0.893,1.861,0.38
4.9,10.62,2.95,13.3,3.44,12.39,0.837,0.849,5.49,8.35,28.42,,,112.47,133.32,140.89,133.43,,,,,2.92,0.16,0.797,-0.391,0.887,-0.11,0.4
4.95,10.75,2.99,13.04,3.49,12.55,0.741,0.866,5.63,8.53,28.45,,,112.62,133.33,141.08,133.43,,,,,2.98,0.18,1.202,0.391,1.264,7.542,0.41
5,10.87,3.02,13.61,3.53,12.7,0.694,0.853,5.78,8.72,28.49,,,112.77,133.34,141.26,133.43,,,,,3,0.16,0.4,-0.391,0.559,-14.106,0.42
5.05,11.03,3.06,13.36,3.57,12.86,0.875,0.87,5.94,8.9,28.53,,,112.93,133.35,141.45,133.43,,,,,3.04,0.18,0.8,0.397,0.893,6.673,0.45
5.1,11.23,3.12,13.92,3.62,13.01,1.113,0.857,6.09,9.09,28.56,,,113.08,133.36,141.64,133.43,,,,,3.08,0.16,0.8,-0.403,0.895,0.055,0.52
5.15,11.46,3.18,13.68,3.66,13.17,1.266,0.874,6.25,9.29,28.6,,,113.24,133.37,141.83,133.43,,,,,3.16,0.18,1.599,0.403,1.649,15.075,0.61
5.2,11.7,3.25,14.23,3.7,13.33,1.316,0.86,6.41,9.48,28.63,,,113.4,133.38,142.03,133.43,,,,,3.22,0.16,1.202,-0.403,1.268,-7.62,0.72
5.25,11.93,3.31,13.99,3.75,13.48,1.268,0.876,6.57,9.68,28.66,,,113.56,133.38,142.23,133.43,,,,,3.28,0.18,1.199,0.403,1.265,-0.058,0.82
5.3,12.13,3.37,14.54,3.79,13.64,1.151,0.861,6.74,9.88,28.7,,,113.73,133.39,142.43,133.43,,,,,3.34,0.16,1.199,-0.403,1.265,0,0.9
5.35,12.31,3.42,14.31,3.83,13.8,1.001,0.878,6.91,10.08,28.73,,,113.9,133.4,142.63,133.43,,,,,3.4,0.16,1.199,0,1.199,-1.317,0.96
5.4,12.47,3.46,14.85,3.88,13.95,0.859,0.862,7.08,10.28,28.76,,,114.07,133.41,142.83,133.43,,,,,3.44,0.18,0.8,0.403,0.895,-6.081,1
5.45,12.6,3.5,14.62,3.92,14.11,0.757,0.878,7.26,10.49,28.79,,,114.25,133.42,143.04,133.43,,,,,3.48,0.16,0.803,-0.397,0.895,0,1.01
5.5,12.73,3.54,15.15,3.96,14.27,0.712,0.859,7.43,10.7,28.82,,,114.42,133.43,143.25,133.43,,,,,3.52,0.16,0.797,-0.006,0.797,-1.976,1.03
5.55,12.85,3.57,14.94,4.01,14.42,0.648,0.877,7.61,10.91,28.85,,,114.6,133.43,143.45,133.43,,,,,3.56,0.16,0.803,0,0.803,0.122,1.02
5.6,12.97,3.6,15.46,4.05,14.58,0.662,0.856,7.79,11.12,28.89,,,114.78,133.44,143.67,133.43,,,,,3.58,0.16,0.4,0,0.4,-8.057,1.03
5.65,13.11,3.64,15.25,4.09,14.73,0.817,0.875,7.97,11.33,28.92,,,114.96,133.45,143.88,133.43,,,,,3.62,0.14,0.8,-0.397,0.893,9.856,1.06
5.7,13.29,3.69,15.76,4.14,14.89,0.961,0.851,8.16,11.55,28.96,,,115.14,133.46,144.1,133.43,,,,,3.68,0.16,1.199,0.397,1.263,7.414,1.12
5.75,13.48,3.74,15.57,4.18,15.05,1.075,0.873,8.34,11.77,28.99,,,115.33,133.46,144.32,133.43,,,,,3.72,0.14,0.803,-0.397,0.895,-7.359,1.2
5.8,13.68,3.8,16.07,4.22,15.2,1.134,0.846,8.53,11.99,29.02,,,115.52,133.47,144.54,133.43,,,,,3.76,0.14,0.797,0,0.797,-1.976,1.29
5.85,13.89,3.86,15.87,4.27,15.35,1.143,0.871,8.72,12.21,29.05,,,115.71,133.48,144.76,133.43,,,,,3.84,0.16,1.602,0.397,1.651,17.081,1.39
5.9,14.09,3.91,16.36,4.31,15.51,1.109,0.841,8.92,12.44,29.08,,,115.9,133.49,144.99,133.43,,,,,3.9,0.14,1.199,-0.397,1.263,-7.746,1.48
5.95,14.28,3.97,16.18,4.35,15.66,1.037,0.869,9.12,12.66,29.11,,,116.1,133.49,145.21,133.43,,,,,3.94,0.12,0.8,-0.403,0.895,-7.359,1.56
6,14.45,4.01,16.66,4.39,15.81,0.95,0.838,9.32,12.89,29.14,,,116.3,133.5,145.44,133.43,,,,,3.98,0.14,0.803,0.403,0.898,0.055,1.63
6.05,14.6,4.06,16.49,4.44,15.97,0.869,0.865,9.52,13.12,29.17,,,116.5,133.5,145.67,133.43,,,,,4.04,0.12,1.196,-0.403,1.262,7.285,1.68
6.1,14.75,4.1,16.96,4.48,16.12,0.812,0.833,9.72,13.36,29.2,,,116.71,133.51,145.91,133.43,,,,,4.08,0.12,0.803,0,0.803,-9.194,1.72
6.15,14.89,4.14,16.8,4.52,16.27,0.789,0.861,9.93,13.59,29.23,,,116.91,133.52,146.14,133.43,,,,,4.12,0.12,0.8,0.006,0.8,-0.061,1.75
6.2,15.04,4.18,17.26,4.56,16.42,0.799,0.831,10.14,13.83,29.26,,,117.12,133.52,146.38,133.43,,,,,4.16,0.12,0.8,-0.006,0.8,0,1.79
6.25,15.19,4.22,17.11,4.6,16.58,0.837,0.86,10.35,14.07,29.29,,,117.33,133.53,146.62,133.43,,,,,4.2,0.1,0.8,-0.403,0.895,1.914,1.84
6.3,15.35,4.26,17.56,4.65,16.73,0.888,0.832,10.56,14.31,29.32,,,117.54,133.53,146.86,133.43,,,,,4.24,0.12,0.8,0.409,0.898,0.055,1.9
6.35,15.52,4.31,17.43,4.69,16.88,0.939,0.863,10.77,14.56,29.35,,,117.76,133.54,147.1,133.43,,,,,4.3,0.1,1.202,-0.409,1.27,7.439,1.97
6.4,15.67,4.35,17.86,4.73,17.03,0.882,0.834,10.99,14.8,29.38,,,117.97,133.54,147.35,133.43,,,,,4.34,0.1,0.797,0.006,0.797,-9.47,2.03
6.45,15.83,4.4,17.74,4.77,17.19,0.839,0.866,11.21,15.05,29.41,,,118.19,133.55,147.6,133.43,,,,,4.36,0.08,0.403,-0.403,0.57,-4.537,2.07
6.5,15.99,4.44,18.04,4.81,17.33,0.925,0.762,11.43,15.3,29.43,,,118.42,133.55,147.85,133.43,,,,,4.44,0.08,1.599,0,1.599,20.589,2.15
6.55,16.17,4.49,18.19,4.86,17.5,0.981,0.944,11.65,15.55,29.46,,,118.64,133.56,148.1,133.43,,,,,4.46,0.1,0.4,0.403,0.568,-20.632,2.22
6.6,16.35,4.54,18.88,4.91,17.69,1.012,1.069,11.88,15.81,29.49,,,118.86,133.56,148.36,133.44,,,,,4.52,0.06,1.199,-0.8,1.441,17.478,2.28
6.65,16.53,4.59,17.85,4.94,17.79,1.014,0.585,12.11,16.06,29.51,,,119.09,133.56,148.6,133.44,,,,,4.58,0.08,1.202,0.397,1.266,-3.506,2.41
6.7,16.71,4.64,18.65,4.98,17.93,0.988,0.774,12.34,16.31,29.54,,,119.32,133.57,148.86,133.44,,,,,4.62,0.06,0.797,-0.403,0.893,-7.471,2.51
6.75,16.88,4.69,18.72,5.03,18.09,0.945,0.892,12.57,16.58,29.57,,,119.56,133.57,149.12,133.44,,,,,4.66,0.08,0.803,0.409,0.901,0.164,2.58
6.8,17.03,4.73,19.06,5.07,18.24,0.801,0.83,12.81,16.84,29.6,,,119.79,133.57,149.39,133.44,,,,,4.72,0.04,1.199,-0.806,1.445,10.881,2.63
6.85,17.15,4.76,19.04,5.11,18.4,0.695,0.895,13.05,17.1,29.62,,,120.03,133.57,149.65,133.44,,,,,4.76,0.06,0.8,0.397,0.893,-11.045,2.65
6.9,17.29,4.8,19.37,5.15,18.55,0.755,0.835,13.29,17.37,29.65,,,120.27,133.58,149.92,133.44,,,,,4.78,0.06,0.4,0.006,0.4,-9.855,2.68
6.95,17.44,4.84,19.35,5.2,18.72,0.826,0.894,13.53,17.64,29.68,,,120.51,133.58,150.19,133.44,,,,,4.82,0.04,0.803,-0.403,0.898,9.964,2.73
7,17.6,4.89,19.68,5.24,18.88,0.903,0.911,13.77,17.92,29.71,,,120.75,133.58,150.46,133.44,,,,,4.88,0.04,1.196,0,1.196,5.965,2.79
7.05,17.77,4.94,19.66,5.29,19.03,0.966,0.816,14.02,18.19,29.74,,,121,133.58,150.74,133.44,,,,,4.9,0.04,0.403,0,0.403,-15.869,2.88
7.1,17.95,4.99,19.98,5.32,19.14,1.003,0.609,14.26,18.47,29.77,,,121.25,133.59,151.01,133.44,,,,,4.98,0.02,1.599,-0.397,1.648,24.895,3.03
7.15,18.13,5.04,19.97,5.37,19.35,1.01,1.174,14.52,18.74,29.79,,,121.5,133.59,151.29,133.44,,,,,5.02,0.02,0.8,-0.006,0.8,-16.96,3.07
7.2,18.31,5.09,20.29,5.42,19.51,0.988,0.908,14.77,19.03,29.82,,,121.75,133.59,151.57,133.44,,,,,5.06,0.04,0.8,0.403,0.895,1.914,3.16
7.25,18.47,5.13,20.27,5.46,19.67,0.855,0.862,15.02,19.31,29.85,,,122.01,133.59,151.86,133.44,,,,,5.12,0.02,1.202,-0.397,1.266,7.417,3.22
7.3,18.6,5.17,20.59,5.51,19.82,0.727,0.853,15.28,19.59,29.88,,,122.27,133.59,152.14,133.44,,,,,5.14,0,0.397,-0.403,0.565,-14.015,3.25
7.35,18.74,5.2,20.58,5.55,19.97,0.77,0.855,15.54,19.88,29.9,,,122.53,133.59,152.43,133.44,,,,,5.2,0.02,1.202,0.397,1.266,14.015,3.29
7.4,18.88,5.25,20.9,5.59,20.13,0.817,0.85,15.8,20.17,29.93,,,122.79,133.59,152.72,133.44,,,,,5.22,0.02,0.4,0.006,0.4,-17.327,3.35
7.45,19.04,5.29,20.88,5.63,20.28,0.876,0.85,16.07,20.46,29.96,,,123.05,133.59,153.01,133.44,,,,,5.28,0,1.199,-0.403,1.265,17.307,3.42
7.5,19.21,5.34,21.2,5.68,20.43,0.928,0.846,16.33,20.75,29.99,,,123.32,133.59,153.3,133.44,,,,,5.3,0,0.4,0,0.4,-17.308,3.51
