Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),,,,,Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
25.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
25.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
25.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
26.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
27.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
28.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
29.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
30.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
31.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
32.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
33.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
34.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
35.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
